"","porifera","bryozoa","ascidiacea_c","ascidiacea_s","foraminifera","other_algae","annelida","bivalvia","hydrozoa","prokariotic_biotas","Cirripedia","No_Recruitment","Sediments","CCA"
"RUNARMS5A_7T",2.7027027027027,0,5.40540540540541,0,0,0,27.027027027027,8.10810810810811,8.10810810810811,10.8108108108108,0,5.40540540540541,27.027027027027,5.40540540540541
"RUNARMS5A_8B",26.4705882352941,20.5882352941176,2.94117647058824,0,5.88235294117647,0,2.94117647058824,5.88235294117647,2.94117647058824,11.7647058823529,0,11.7647058823529,0,8.82352941176471
"RUNARMS5A_8T",20.4081632653061,18.3673469387755,0,0,10.2040816326531,0,0,4.08163265306122,0,14.2857142857143,0,0,10.2040816326531,22.4489795918367
"RUNARMS5A_9B",2.12765957446809,29.7872340425532,10.6382978723404,0,8.51063829787234,0,6.38297872340426,0,4.25531914893617,4.25531914893617,0,4.25531914893617,2.12765957446809,27.6595744680851
"RUNARMS5B_1T",2.38095238095238,0,0,0,2.38095238095238,0,26.1904761904762,0,0,0,0,9.52380952380952,40.4761904761905,19.047619047619
"RUNARMS5B_2B",0,12.5,0,0,10,0,7.5,5,22.5,2.5,0,12.5,7.5,20
"RUNARMS5B_2T",2,0,0,0,2,0,18,2,0,10,0,4,32,30
"RUNARMS5B_3B",0,18.3673469387755,2.04081632653061,0,4.08163265306122,0,8.16326530612245,0,14.2857142857143,4.08163265306122,0,10.2040816326531,10.2040816326531,28.5714285714286
"RUNARMS5B_3T",2.4390243902439,0,0,0,0,0,21.9512195121951,0,0,0,0,9.75609756097561,46.3414634146341,19.5121951219512
"RUNARMS5B_4B",0,2.4390243902439,7.31707317073171,0,7.31707317073171,0,21.9512195121951,4.8780487804878,9.75609756097561,4.8780487804878,0,31.7073170731707,0,9.75609756097561
"RUNARMS5B_4T",2,12,0,0,0,0,26,0,0,6,0,0,48,6
"RUNARMS5B_5B",18.75,25,0,0,14.5833333333333,0,8.33333333333333,0,6.25,4.16666666666667,0,8.33333333333333,2.08333333333333,12.5
"RUNARMS5B_5T",0,2.5,0,0,0,2.5,35,0,2.5,0,0,7.5,32.5,17.5
"RUNARMS5B_6B",0,3.2258064516129,6.45161290322581,0,3.2258064516129,0,22.5806451612903,0,9.67741935483871,16.1290322580645,0,22.5806451612903,0,16.1290322580645
"RUNARMS5B_6T",8.33333333333333,6.25,0,0,0,0,8.33333333333333,8.33333333333333,2.08333333333333,4.16666666666667,0,2.08333333333333,45.8333333333333,14.5833333333333
"RUNARMS5B_7B",2.04081632653061,10.2040816326531,0,0,8.16326530612245,0,14.2857142857143,0,16.3265306122449,4.08163265306122,0,32.6530612244898,0,12.2448979591837
"RUNARMS5B_7T",0,0,2.5,0,0,0,22.5,0,0,2.5,0,10,40,22.5
"RUNARMS5B_8B",3.33333333333333,13.3333333333333,0,0,0,0,6.66666666666667,0,6.66666666666667,13.3333333333333,0,33.3333333333333,0,23.3333333333333
"RUNARMS5B_8T",6.38297872340426,6.38297872340426,2.12765957446809,0,0,0,0,0,2.12765957446809,0,0,4.25531914893617,61.7021276595745,17.0212765957447
"RUNARMS5B_9B",10.4166666666667,4.16666666666667,4.16666666666667,0,6.25,0,6.25,0,22.9166666666667,10.4166666666667,0,18.75,2.08333333333333,14.5833333333333
"RUNARMS5C_1T",0,0,0,0,0,3.03030303030303,30.3030303030303,0,0,24.2424242424242,0,12.1212121212121,21.2121212121212,9.09090909090909
"RUNARMS5C_2B",0,0,2.94117647058824,0,2.94117647058824,0,8.82352941176471,0,2.94117647058824,47.0588235294118,0,23.5294117647059,0,11.7647058823529
"RUNARMS5C_2T",2,24,0,0,14,0,12,10,0,8,0,0,18,12
"RUNARMS5C_3B",4.16666666666667,39.5833333333333,0,0,4.16666666666667,0,8.33333333333333,0,4.16666666666667,20.8333333333333,0,2.08333333333333,0,16.6666666666667
"RUNARMS5C_3T",0,0,0,0,0,4.54545454545455,22.7272727272727,0,0,13.6363636363636,0,6.81818181818182,40.9090909090909,11.3636363636364
"RUNARMS5C_4B",10.7142857142857,14.2857142857143,7.14285714285714,0,0,0,0,7.14285714285714,3.57142857142857,10.7142857142857,0,21.4285714285714,0,25
"RUNARMS5C_4T",12.2448979591837,8.16326530612245,2.04081632653061,0,10.2040816326531,0,8.16326530612245,12.2448979591837,0,8.16326530612245,0,0,30.6122448979592,8.16326530612245
"RUNARMS5C_5B",4.8780487804878,34.1463414634146,4.8780487804878,0,7.31707317073171,0,2.4390243902439,2.4390243902439,12.1951219512195,12.1951219512195,0,4.8780487804878,2.4390243902439,12.1951219512195
"RUNARMS5C_5T",2.7027027027027,2.7027027027027,0,0,0,0,29.7297297297297,2.7027027027027,0,13.5135135135135,0,0,35.1351351351351,13.5135135135135
"RUNARMS5C_6B",15,12.5,2.5,2.5,0,0,5,10,0,17.5,0,15,0,20
"RUNARMS5C_6T",6.52173913043478,17.3913043478261,0,0,4.34782608695652,0,4.34782608695652,8.69565217391304,0,23.9130434782609,0,0,23.9130434782609,10.8695652173913
"RUNARMS5C_7B",0,43.4782608695652,0,0,6.52173913043478,0,15.2173913043478,0,2.17391304347826,21.7391304347826,0,0,4.34782608695652,6.52173913043478
"RUNARMS5C_7T",7.69230769230769,2.56410256410256,0,2.56410256410256,0,0,28.2051282051282,0,0,15.3846153846154,0,2.56410256410256,20.5128205128205,20.5128205128205
"RUNARMS5C_8B",9.09090909090909,6.06060606060606,6.06060606060606,0,3.03030303030303,0,3.03030303030303,3.03030303030303,0,6.06060606060606,0,36.3636363636364,0,27.2727272727273
"RUNARMS5C_8T",6.25,25,2.08333333333333,0,6.25,0,10.4166666666667,6.25,4.16666666666667,8.33333333333333,0,6.25,8.33333333333333,16.6666666666667
"RUNARMS5C_9B",20.8333333333333,27.0833333333333,8.33333333333333,4.16666666666667,8.33333333333333,0,2.08333333333333,0,2.08333333333333,4.16666666666667,0,2.08333333333333,0,20.8333333333333
"RUNARMS9A_1T",8.8235294117647,2.94117647058824,0,0,2.94117647058824,0,32.3529411764706,0,8.82352941176471,0,0,17.6470588235294,11.7647058823529,14.7058823529412
"RUNARMS9A_2B",8.33333333333333,0,2.77777777777778,0,2.77777777777778,0,8.33333333333333,13.8888888888889,8.33333333333333,13.8888888888889,0,19.4444444444444,11.1111111111111,11.1111111111111
"RUNARMS9A_2T",40,2,18,0,2,0,0,2,2,4,0,2,16,12
"RUNARMS9A_3B",17.3913043478261,4.34782608695652,0,0,19.5652173913043,0,0,0,2.17391304347826,17.3913043478261,0,6.52173913043478,17.3913043478261,15.2173913043478
"RUNARMS9A_3T",10.2564102564103,2.56410256410256,0,5.12820512820513,0,0,25.6410256410256,10.2564102564103,2.56410256410256,5.12820512820513,0,0,12.8205128205128,25.6410256410256
"RUNARMS9A_4B",15.3846153846154,10.2564102564103,5.12820512820513,0,0,5.12820512820513,10.2564102564103,5.12820512820513,12.8205128205128,5.12820512820513,0,25.6410256410256,0,5.12820512820513
"RUNARMS9A_4T",38,8,2,0,8,0,2,0,2,2,0,0,16,22
"RUNARMS9A_5B",8,24,2,0,34,0,6,0,0,4,0,10,0,12
"RUNARMS9A_5T",4.54545454545455,2.27272727272727,6.81818181818182,2.27272727272727,2.27272727272727,0,20.4545454545455,2.27272727272727,4.54545454545455,4.54545454545455,0,4.54545454545455,22.7272727272727,22.7272727272727
"RUNARMS9A_6B",6.06060606060606,9.09090909090909,24.2424242424242,0,0,0,9.09090909090909,3.03030303030303,9.09090909090909,3.03030303030303,0,18.1818181818182,3.03030303030303,15.1515151515152
"RUNARMS9A_6T",25,6.25,0,0,6.25,0,6.25,4.16666666666667,0,6.25,0,2.08333333333333,20.8333333333333,22.9166666666667
"RUNARMS9A_7B",6.25,10.4166666666667,0,2.08333333333333,25,0,2.08333333333333,6.25,0,4.16666666666667,0,8.33333333333333,12.5,22.9166666666667
"RUNARMS9A_7T",5.55555555555556,2.77777777777778,8.33333333333333,2.77777777777778,2.77777777777778,0,36.1111111111111,0,8.33333333333333,2.77777777777778,0,11.1111111111111,5.55555555555556,13.8888888888889
"RUNARMS9A_8B",10.2564102564103,7.69230769230769,17.9487179487179,0,7.69230769230769,0,12.8205128205128,7.69230769230769,10.2564102564103,5.12820512820513,0,10.2564102564103,2.56410256410256,7.69230769230769
"RUNARMS9A_8T",6,4,4,0,10,0,18,2,6,6,0,4,14,26
"RUNARMS9A_9B",20,18,10,0,6,0,6,2,2,12,0,10,2,12
"RUNARMS9B_1T",2.7027027027027,2.7027027027027,0,0,2.7027027027027,0,32.4324324324324,5.40540540540541,0,0,0,2.7027027027027,32.4324324324324,18.9189189189189
"RUNARMS9B_2B",6.06060606060606,30.3030303030303,0,0,3.03030303030303,0,6.06060606060606,0,6.06060606060606,9.09090909090909,0,21.2121212121212,6.06060606060606,12.1212121212121
"RUNARMS9B_2T",4,56,2,0,8,2,10,0,2,8,0,0,8,0
"RUNARMS9B_3B",0,80.8510638297872,0,2.12765957446809,6.38297872340426,0,0,0,0,2.12765957446809,0,2.12765957446809,2.12765957446809,4.25531914893617
"RUNARMS9B_3T",3.125,9.375,6.25,3.125,0,0,31.25,0,6.25,0,0,12.5,6.25,21.875
"RUNARMS9B_4B",29.4117647058824,14.7058823529412,2.94117647058824,2.94117647058824,2.94117647058824,0,17.6470588235294,0,11.7647058823529,0,0,8.82352941176471,0,8.82352941176471
"RUNARMS9B_4T",19.5652173913043,30.4347826086957,0,0,8.69565217391304,2.17391304347826,15.2173913043478,2.17391304347826,0,2.17391304347826,0,0,6.52173913043478,13.0434782608696
"RUNARMS9B_5B",0,89.5833333333333,0,0,4.16666666666667,0,0,4.16666666666667,0,0,0,0,0,2.08333333333333
"RUNARMS9B_5T",11.9047619047619,2.38095238095238,2.38095238095238,2.38095238095238,2.38095238095238,2.38095238095238,38.0952380952381,0,0,4.76190476190476,0,4.76190476190476,11.9047619047619,16.6666666666667
"RUNARMS9B_6B",0,2.32558139534884,11.6279069767442,4.65116279069767,2.32558139534884,4.65116279069767,11.6279069767442,2.32558139534884,13.953488372093,11.6279069767442,0,18.6046511627907,4.65116279069767,11.6279069767442
"RUNARMS9B_6T",8.33333333333333,45.8333333333333,0,0,2.08333333333333,2.08333333333333,2.08333333333333,2.08333333333333,0,10.4166666666667,0,0,4.16666666666667,22.9166666666667
"RUNARMS9B_7B",10,70,2,0,6,2,0,4,0,2,4,0,0,0
"RUNARMS9B_7T",2.5,17.5,0,0,10,0,22.5,7.5,0,5,0,7.5,7.5,20
"RUNARMS9B_8B",2.63157894736842,5.26315789473684,28.9473684210526,0,5.26315789473684,0,7.89473684210526,0,7.89473684210526,0,0,23.6842105263158,0,18.4210526315789
"RUNARMS9B_8T",10.4166666666667,27.0833333333333,0,0,12.5,2.08333333333333,16.6666666666667,0,2.08333333333333,4.16666666666667,0,4.16666666666667,6.25,14.5833333333333
"RUNARMS9B_9B",28.5714285714286,24.4897959183673,8.16326530612245,4.08163265306122,6.12244897959184,0,12.2448979591837,0,0,6.12244897959184,0,4.08163265306122,0,6.12244897959184
"RUNARMS9C_1T",2.7027027027027,0,0,2.7027027027027,0,0,29.7297297297297,0,8.10810810810811,2.7027027027027,0,5.40540540540541,40.5405405405405,8.10810810810811
"RUNARMS9C_2B",2.5,15,20,0,5,2.5,7.5,0,10,2.5,0,12.5,0,22.5
"RUNARMS9C_2T",4.16666666666667,33.3333333333333,8.33333333333333,0,12.5,0,0,0,2.08333333333333,2.08333333333333,0,2.08333333333333,25,10.4166666666667
"RUNARMS9C_3B",0,44.6808510638298,2.12765957446809,0,8.51063829787234,0,6.38297872340426,0,8.51063829787234,10.6382978723404,0,2.12765957446809,2.12765957446809,14.8936170212766
"RUNARMS9C_3T",2.4390243902439,2.4390243902439,12.1951219512195,0,2.4390243902439,0,24.390243902439,0,2.4390243902439,4.8780487804878,0,0,29.2682926829268,19.5121951219512
"RUNARMS9C_4B",11.1111111111111,13.8888888888889,2.77777777777778,0,2.77777777777778,0,5.55555555555556,0,5.55555555555556,16.6666666666667,0,13.8888888888889,0,27.7777777777778
"RUNARMS9C_4T",8.51063829787234,21.2765957446809,0,0,12.7659574468085,0,8.51063829787234,2.12765957446809,0,0,0,2.12765957446809,21.2765957446809,23.4042553191489
"RUNARMS9C_5B",6.25,66.6666666666667,0,0,8.33333333333333,0,8.33333333333333,0,4.16666666666667,2.08333333333333,0,2.08333333333333,2.08333333333333,0
"RUNARMS9C_5T",4.76190476190476,0,2.38095238095238,4.76190476190476,4.76190476190476,0,16.6666666666667,9.52380952380952,4.76190476190476,7.14285714285714,0,2.38095238095238,16.6666666666667,26.1904761904762
"RUNARMS9C_6B",16.6666666666667,11.1111111111111,16.6666666666667,0,2.77777777777778,0,5.55555555555556,2.77777777777778,2.77777777777778,13.8888888888889,0,13.8888888888889,0,13.8888888888889
"RUNARMS9C_6T",8,24,0,0,8,0,4,0,0,2,0,2,34,18
"RUNARMS9C_7B",6.25,6.25,0,2.08333333333333,25,0,2.08333333333333,2.08333333333333,4.16666666666667,8.33333333333333,0,2.08333333333333,4.16666666666667,37.5
"RUNARMS9C_7T",0,5.55555555555556,8.33333333333333,0,2.77777777777778,0,19.4444444444444,2.77777777777778,13.8888888888889,2.77777777777778,0,2.77777777777778,8.33333333333333,33.3333333333333
"RUNARMS9C_8B",22.2222222222222,27.7777777777778,5.55555555555556,0,2.77777777777778,0,11.1111111111111,0,2.77777777777778,0,0,5.55555555555556,2.77777777777778,19.4444444444444
"RUNARMS9C_8T",10.4166666666667,14.5833333333333,4.16666666666667,0,8.33333333333333,0,6.25,0,4.16666666666667,0,0,2.08333333333333,27.0833333333333,22.9166666666667
"RUNARMS9C_9B",8.51063829787234,27.6595744680851,8.51063829787234,0,14.8936170212766,0,2.12765957446809,0,2.12765957446809,2.12765957446809,0,2.12765957446809,10.6382978723404,21.2765957446809
